series,edition,page,table,header
면적,1982,20,3. 구ㆍ시ㆍ군별 면적 및 행정단위,"20~I. 토지 및 기후 ⏐ ※1981닌 12월 31일 이새 ⏐ 반 부 락 ⏐ Tong Ban Vilage ⏐ 서 울특 별 시 - 고7 474 67 796 ⏐ 로 "" 11 ⏐ 1 38 ⏐ •. 25 ⏐ 대 문 16 ⏐ : 39 .1 ⏐ 456 ⏐ 532"
면적,1983,19,2. 시ㆍ도별 면적 및 행정단위,"I Land and Climate - 19 ⏐ 1. 위 치 ⏐ Location ⏐ 경 도 도 의 극 섬 ⏐ Extreme of longtude and lattude ⏐ 지 극 점 ⏐ Name of place Extreme ⏐ Fastemn cxfremty 동 경상북도 울릉군 독도 동단 Enst bongriucd 131°52/42” ⏐ East ectreme of Dokdo, Ulreuny Gun, Gyenngsang Bug Do ⏐ We-teril extremty 서 평안북도 용천구 마안도 서단 Eeast hongpiucda 124°11' 0"" ⏐ West extreme of Maando, Yongcheon Gun. Pyeongan Bug Do ⏐ Souhern cxtfremty 남 제수도 남제주군 마라도 남단 33°06' 40"""
면적,1983,20,3. 구ㆍ시ㆍ군별 면적 및 행정단위,"20- I 토지 및 기후 ⏐ 3. 구•시 •군별면적 및행정단위 ⏐ 면 적 (km?) Fw: S시 ⏐ 구싱비 시 구 동 Dong ⏐ Area Composttion 행 정 법 정 ⏐ ( Sq.km) (%) S1 Gu ⏐ Admnistrative Legal ⏐ 서 시 605-33 422 474 ⏐ 종 구구구구구 97 ⏐ 74 ⏐ 33 ⏐ 대 문 "" 25"
면적,1984,19,2. 시ㆍ도별 면적 및 행정단위,"I. Land and Climate - 19 ⏐ 1. 위 치 ⏐ Location ⏐ 경 도 및 의 극 점 ⏐ Extreme of longitude and latitude쵸 ⏐ 지 점 ⏐ Name of place Extreme ⏐ Eastem extemgy 동 경상북도 울릉군 독도 동단 131•52/ 42 ⏐ East extreme of Tokto, Ulting-gun Kyongsangbuk-do ⏐ Weste extremty 서 평안북도 용천군 마아도 단 124°11' 0"" ⏐ West extreme of Maando, Yongoh or- gun, P'vinganbuk-do ⏐ Southern exttematy 남 제주도 남제주군 마라도 남단 33°06'40"""
면적,1984,20,3. 구ㆍ시ㆍ군별 면적 및 행정단위,20~I. 토지 및 기후 ⏐ 3. 구·시 •군별면적 및행정단위 ⏐ 면 적 (km?) 시 •구 ⏐ Sh • Gu ⏐ 구성 비 시 구 동 Dong ⏐ Area Comngostion 법 정 행 정 ⏐ ( Sq. km) Sh Gu ⏐ L.egal Admmstrative ⏐ 서울특별시 109.0 474 *22 ⏐ 로 구구구구구 - ⏐ 산 ~ ⏐ 동 3•6 !!! 20
면적,1985,19,2. 시ㆍ도별 면적 및 행정단위,"I Land and Cimate - 19 ⏐ 1. 위 치 ⏐ Location ⏐ 경 도 의 극 점 ⏐ Extreme of longrtude and lattude ⏐ 지 극 점 ⏐ Name of place Extreme ⏐ Bestem cxtremty 동 경상북도 울룡군 독도 동단 131•52' 42° ⏐ East extreme of Tok-do Ulling-gun, Kyongsangtonk-do ⏐ Western extemty 서 평안북도 용천군 마안도 서다 124°11' 0° ⏐ West extreme of Maan-do Yongch'in-gur, P'yonganbuk-do ⏐ 곡 남 제주도 남제주군 마라도 남단 33°06'40"""
면적,1985,20,3. 구ㆍ시ㆍ군별 면적 및 행정단위,20-I. 토지 및 기후 • ⏐ 3. 구•시 •군별면적 및행정단위 ⏐ 면 적 (km?) 1N : H ⏐ 구성비 시 구 동 Dong ⏐ Area ⏐ (Sq km) Composition 법 정 행 정 ⏐ (%) Sh Gu Legal Admmisuratve ⏐ 서 울툭 별시 100.0 - 17 474 453 ⏐ 로 주꾸구구수 •... ⏐ 38 20 ⏐ 문 25 33 ⏐ 16 43
면적,1986,19,2. 시ㆍ도별 면적 및 행정단위,"I. Land and Clmate -19 ⏐ 1. 위 ⏐ Location ⏐ 경 도 극 점 ⏐ 지 추 점 ⏐ Name of place Extreme ⏐ Dastemn extremty 동 경상북도 울릉군 독도 동단 131•52' 42"" ⏐ East extreme of Tok-dos Ulling-gun, Kyongsangbuk-do ⏐ Western oxtremty 서 경안북도 용천군 마안도 서단 124°11' 0* ⏐ West extreme of Maan-do,Yongchron-gun, P'yonganbuk-do ⏐ Southemn etremty 남 제주도 남제주군 마라도 남단 33°06'40"" ⏐ South extreme of Mara-do, Namcheju-gun, Cheju-do"
면적,1986,20,3. 구ㆍ시ㆍ군별 면적 및 행정단위,20-I. 토지 및 기후 ⏐ 시•T ⏐ shi • G1 ⏐ 동 Dong ⏐ 법 정 행 정 ⏐ L.egal Admmstrative ⏐ 서 605.43 17 653 ⏐ 24.01 : &&f ⏐ 9.9 ⏐ 21.91 ? ⏐ 구구수 33.90 = kkl 33 ⏐ 문 32-8C 43
면적,1987,19,2. 시ㆍ도별 면적 및 행정단위,"I. Land and Clmate -19 ⏐ 1. 국 토의 위 치 ⏐ Location of National Land ⏐ 경 도 및 의 극 점 ⏐ Extreme of longitude and la ttude ⏐ 지 쿠 점 ⏐ Name of place Extreme얧 ⏐ ERstemn cxtromtby 동 경상북도 울릉군 독도 동단 13152'425 ⏐ East extreme of Tok-do, Ullting- gun, Kyongsangbuk-do ⏐ Mestem etemity 평안북도 용천군 마안도 서다 124°11' 0"" ⏐ West extreme of Maan-do, Yongohon-gun, Pyonganbuk-do ⏐ Souhem etremty 제주도 남제주군 마라도 남단 33°06'40"""
