series,edition,page,table,header
학교,2009,870,2. 시ㆍ도별 학교 총괄,"866 - XVI. 교육, 문화 및 과학 ⏐ 2. 시 •도별학교총괄 ⏐ 단위 : 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수"") ⏐ 남 남 ⏐ Schools Classrooms Classes Students Male Teachers Male Clerical stafts ⏐ 유치원기 Kindergarten ⏐ 2000 8 494 22 135 28 012 662 6 486 ⏐ 2001 8 407 22 621 28 975 607 6 681 ⏐ 2002 8 343 23 300 29 673 608 6 068 ⏐ 2003 8 292 23 527 30 290 576 5 806 ⏐ 2004 8 246 23 914 30 206 560 6 376"
학교,2010,886,2. 시·도별 학교 총괄,"882 - XVI. 교육, 문화 및 과학 ⏐ 2. 시•도별학교총 괄 ⏐ 단위 : 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 남 남 ⏐ Schools Classrooms Classes Students Male Teachers Male Clerical staffis ⏐ 유치원""Kindergarten ⏐ 8 407 22 621 28 975 607 6 681 ⏐ 8 343 23 300 29 673 608 6 068 ⏐ 8 292 23 527 30 290 576 5 806 ⏐ 8 246 30 206 560 6 376 ⏐ 8 275 31 033 538 7 ㆀ"
학교,2011,892,2. 시ㆍ도별 학교총괄,"888 - XVII. 교육, 문화 및 과학 ⏐ 2. 시•도별학교총 괄 ⏐ 단위 : 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 남 남 ⏐ Schools Classrooms Classes Students Male Teachers Male Clerical staffs ⏐ , Kindergarten ⏐ 2002 23 300 29 673 608 ⏐ 2003 23 527 30 290 576 ⏐ 2004 23 914 30 206 560 ⏐ 2005 23 738 31 033 538 ⏐ 2006 24 406 32 096 541"
학교,2012,896,2. 시·도별 학교 총괄,"892 - XVIL. 교육, 문화 및 과학 ⏐ 2. 시 •도별학교총괄 ⏐ 단위 : 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 남 남 ⏐ Schools Classrooms Classes Students Male Teachers Male Clerical stafrs ⏐ 유치원' Kindergartien ⏐ 546 531 576 5 806 ⏐ 541 713 560 6 376 ⏐ 541 603 538 7 077 ⏐ 541 6 470 ⏐ 562 6 857"
학교,2013,900,2. 시·도별 학교 총괄,"896 - XVI. 교육, 문화 및 과학 ⏐ 2. 시•도별학교총 괄 ⏐ 단위 : 개. 명 ⏐ 학교수 교실수 학급수 학 생수 교원수 사무직원수 ⏐ 여 여 ⏐ Schools Classrooms Classes Students Female Teachers Female얧 Clerical staffs ⏐ 유치원"" Kindergarten ⏐ 2004 8 246 23 914 22 046 541 713 258 437 30 206 29 646 6 376 ⏐ 2005 8 275 23 738 22 409 541 603 258 315 31 033 30 495 7 077 ⏐ 2006 8 290 24 406 23 010 545 812 260 202 32 096 31 555 6 470 ⏐ 2007 8 294 25 148 23 860 541 550 259 569 33 504 32 942 6 857 ⏐ 2008 8 344 25 990 24 567 537 822 257 972 34 601 34 008 6 963"
학교,2014,902,2. 시·도별 학교 총괄,"898- XVI. 교육 문화 및 과학 ⏐ 2. 시 •도별학교총괄 ⏐ 단위: 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 여 여 ⏐ Schools Classtooms Classes Students Female Teachers Female얧 Clerical staff ⏐ 유치원 "" Kindergarten ⏐ 2005 8 275 23 738 22 409 541 603 258 315 31 033 30 495 7 077 ⏐ 2006 8 290 24 406 23 010 545 812 260 202 32 096 31 555 6 470 ⏐ 2007 8 294 25 148 23 860 541 550 259 569 33 504 32 942 6 857 ⏐ 2008 8 344 25 990 24 567 537 822 257 g72 34 601 34 008 6 963 ⏐ 2009 8 373 26 786 24 908 537 361 258 595 35 415 34 797 7 112"
학교,2015,927,2.시·도별 학교 총괄,"924 - XV. 교육• 문화• 과학 ⏐ 2. 시•도별 학교 총괄 ⏐ 단위: 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 여 여 ⏐ Schools Classrooms Classes Students Female Teachers Female Clerical staff ⏐ 유 치 원 Kindergarten ⏐ 2006 8 290 545 812 6 470 ⏐ 2007 8 294 541 550 6 857 ⏐ 2008 8 344 537 822 6 963 ⏐ 2009 8 373 537 361 7 112 ⏐ 2010 8 388 538 587 7 212"
학교,2016,937,2.시·도별 학교 총괄,"934 - XV. 교육· 문화• 과학 ⏐ 2. 시•도별 학교 총괄 ⏐ 단위: 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 여 여 Clerical ⏐ Schools Classrooms Classes Students Female Teachers Female staffs ⏐ 유 치 원 ⏐ 2007 8, 294 25,148 6,857 ⏐ 2008 8,344 25, 990 6, 963 ⏐ 2009 8, 373 26, 786 7, 112 ⏐ 2010 8. 388 27, 463 7.212 ⏐ 2011 8,424 22,963 8,364"
학교,2017,677,2.시도별 학교 총괄,"674 - XV. 교육• 과학• 문화 ⏐ 단위: 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 여 여 Clerical ⏐ Schools Classrooms Classes Students Female Teachers Female staffs ⏐ 유 치 원 Kindergarten ⏐ 2008 8, 344 25,990 537, 822 257, 972 34, 601 34, 008 6, 963 ⏐ 2009 8,373 26, 786 537, 361 258, 595 35, 415 34, 797 ?, 112 ⏐ 2010 8,388 27,463 538, 587 260, 321 36, 461 35, 827 7, 212 ⏐ 2011 8,424 22, 963 564, 834 274, 501 38, 662 37, 996 8, 364 ⏐ 2012 24, 683 28, 613, 749 298, 875 42,235 41, 526 8, 657 ⏐ 2013 26, 534 658, 188 320, 647 46, 126 45, 373 8, 728"
학교,2018,611,2.시도별 학교 총괄,"608 - XV. 교육 과학 문화 ⏐ 단위: 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 여 여 Clerical ⏐ Schools Classrooms Classes Students Female Teachers Female staff ⏐ 유 치 원 Kindergarten ⏐ 2009 8,373 26, 786 537, 36 258, 595 35, 415 34, 797 7, 11: ⏐ 2010 8.388 27. 463 25. 538. 587 260. 321 36. 461 35. 827 . 212 ⏐ 2011 8.424 22. 963 564. 834 274. 501 38. 662 37,996 8.364 ⏐ 2012 24, 683 613, 749 298, 875 42, 235 41, 526 8, 657 ⏐ 2013 26, 534 658, 188 320, 647 48. 338 45, 373 8, 728 ⏐ 2014 28. 246 652. 546 318. 150 47.599 4.123"
학교,2019,279,2. 시도별 학교 총괄,"276 - V. 교육• 문화 ⏐ 단위: 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 여 여 Clerical ⏐ Schools Classrooms Classes Students Female Teachers Female staff ⏐ 유 치 원 Kindergarten ⏐ 2010 27, 463 538, 587 260, 321 36,461 35, 827 7,212 ⏐ 2011 22, 963 26, 564, 834 274, 501 38,662 37, 996 8, 364 ⏐ 2012 24, 683 613, 749 298, 875 42,235 41, 526 8, 657 ⏐ 2013 8. 678 26, 534 658, 188 320, 647 46. 138 45, 373 8, 728 ⏐ 2014 8,938 28, 246 652, 546 318, 150 , 530 47, 599 4, 123 ⏐ 2015 31, 608 682, 553 333, 072 50, 998 50, 145 4, 925"
학교,2020,307,2. 시도별 학교 총괄,"304 - VII. 교육• 훈련 ⏐ 단위: 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 여 여 Clerical ⏐ Schools Classrooms Classes Students Female Teachers Female staffs ⏐ 유 치 원 Kindergarten ⏐ 2012 8,424 22, 963 564, 834 274, 501 38, 662 37, 996 8, 364 ⏐ 8, 538 24, 683 28, 613, 749 298, 875 42, 235 41, 526 8, 657 ⏐ 2013 8,678 26, 534 658, 188 320, 647 46, 126 45,373 8, 728 ⏐ 2014 28, 246 652, 54( 318, 150 48, 530 47, 599 4, 123 ⏐ 2015 31, 608 582, 553 333, 072 50, , 998 50, 145 ⏐ 2016 33, 392 704, 138 345, 177 52, 923 52, 047"
학교,2021,287,2. 시도별 학교 총괄,"284 - VI. 교육· 훈련 ⏐ 2. 시도별 학교 총괄 ⏐ 단위: 개, 명 ⏐ 학교수 교실수 학급수 학생수 교원수 사무직원수 ⏐ 여 여 Clerical ⏐ Schools Classrooms Classes Students Female Teachers Female stafts ⏐ 유치 원 Kindergarten ⏐ 301⅔ 28,386 613,749 298,875 41,526 ⏐ 30,597 658,188 320,647 45,373 ⏐ 2014 33,041 652,546 318, 150 47,599 ⏐ 2015 34.075 682,553 333.072 50.145 ⏐ 2016 35,790 704,138 345,177 52,047"
