series,edition,page,table,header
지방세,1978,515,294. 시ㆍ도별 지방세징수,Public Finance-515 ⏐ 293. 지 방세징 수 ⏐ Local Tax Collection ⏐ 단위 ' 100만원 In milion won ⏐ 종 계 특별시 및 도세 시 세 군 세 ⏐ Total special city & Province si Gun ⏐ 1731111- 00000~00~~~~~~0 0000660777777?~ 3 78 / 400 3329 672 3 452 ⏐ 45678801234587 3 824 780 4 047 ⏐ 11 352 5 631 979 4 743 ⏐ 16 152 8 755 1 451 5947 ⏐ 14 099 8 497 1 374 4 228 ⏐ 19 357 12 557 2 264 4 535
지방세,1979,509,297. 시ㆍ도별 지방세징수,fublic Finance-509 ⏐ 296. 지 방 세 징 수 ⏐ Local Tax Collection ⏐ 단위 : 100만원 In milion won ⏐ 총 계 특별사및도세 시 세 군 세 ⏐ Total Special city & province Si Gun ⏐ 11 a0ngnnaa 666666777777777 45678901 8 82 3 997 780 4 047 ⏐ 11 35: 5 631 979 4 743 ⏐ 16 152 8 755 5947 ⏐ 14 099 8 497 4 225 ⏐ 19 357 12 557 4 53 ⏐ 26 584 17 282 6 239
지방세,1980,505,296. 시ㆍ도별 지방세징수,Public Finance-505 ⏐ 295. 지 방 세 징 수 ⏐ Local Tax Collection ⏐ 단위 : 100만원 In mllion won ⏐ 총 계 특별시 및 도세 시 세 군 세 ⏐ Total Special city & province si Gun ⏐ 1898 19 357 12 557 2 264 4 535 ⏐ 26 584 17 282 3 062 6 239 ⏐ 33 232 24 025 4 041 5165 ⏐ 1333 39 811 27 964 4 915 6 932 ⏐ 46 608 31 428 19 483 8 696 ⏐ 74 134 48 930 14 011
지방세,1999,438,16. 지방자치단체 지역별 세입(일반회계)(1990-1997),436 - XI. 재 정 ⏐ 16. 지방자치단체 지역별 세입(일반회계)(1990-1997) ⏐ 단위 : 10억원 ⏐ 전국 서 울 부산 대구 인천 광주 대전 울산 ⏐ 연 도 ⏐ Tolal Seoul Pusan Taegu Inchon Kwangju Tacjon UIsan ⏐ 총 계 ⏐ 1990 19 385.0 3 738.6 1 162.8 167.3 665.3 486.1 407.2 •..... ⏐ 1991 24 244.0 4 618.6 1 484.5 1. 006.5 895.4 575.6 563.8 ⏐ 1992 26 428.5 5 097.8 I 782.5 1 241.1 1 067.2 638.2 687.6 ⏐ 1993 29 080.0 5 190.9 1 957.5 1 197.0 1 156.3 ㄲ6.8 755.9 ⏐ 1994 37 203.8 5 756.5 2 311.3 1 625.8 1 272.6 926.6 937.3
지방세,1999,439,16. 지방자치단체 지역별 세입(일반회계)(1990-1997) (계속),XI. Public Finance - 437 ⏐ 16. Revenue of Local Gov't by Province ⏐ (General Account)(1990-1997) ⏐ In bilion won ⏐ 경기 강원 충북 충 남 전 북 전 남 경 북 경 남 제 주 ⏐ Year ⏐ Kyonggi Kang-won Chungbuk Chungnam Chonbuk Chonnam Kyongbuk Kyongnam Cheju ⏐ Total ⏐ 2 702.5 1 336.0 918.9 1 079.5 1 067.7 1 441.1 1 569.4 1 758.7 283.6 1990 ⏐ 3 646.4 1 467.5 1 024.1 1 253.7 1 329.9 1 659.3 2 082.3 2 287.5 348.8 1991 ⏐ 4 043.8 1 370.5 1 016.4 1 331.6 1 391.9 1 753.0 2 156.8 2 441.1 1992 ⏐ 4 862.5 1 465.4 1 136.2 1 521.0 1 603.5 1 967.2 2 317.3 2 731.7 1993
지방세,1999,440,17. 지방자치단체 지역별 세출(일반회계)(1990-1997),438- XII. 재 정 ⏐ 17. 지방자치단체 지역별 세출(일반회계)(1990-1997) ⏐ 단위 : 10억원 ⏐ 전국 서 윱 부산 대구 인천 광 주 대 전 울산 ⏐ 연 도 ⏐ Toual Seoul Pusan Taegu Inchon Kwangju Taejon Uisan얧 ⏐ 총 계 ⏐ 1990 15 320.7 2 784.6 963.0 645.6 468.8 389.6 320.8 ⏐ 1991 19 348.3 3 622.4 1 202.8 783.8 626.0 483.7 436.5 ⏐ 1992 22 040.8 4 258.0 | 516.4 1 010.5 805.9 532.0 508.5 ⏐ 1993 24 220.4 4 501.1 1 658.3 964.5 841.1 622.0 824.7 ⏐ 1994 30 340.5 4 803.4 2 086.4 1 315.5 987.5 715.4 780.4
지방세,1999,441,17. 지방자치단체 지역별 세출(일반회계)(1990-1997) (계속),XI. Public Finance - 439 ⏐ 17. Expendituresof Local Govt by Province ⏐ (General Account)(1990-1987) ⏐ In bilion won ⏐ 경기 강 원 충북 충 남 전 북 전 남 경 북 경 남 제 주 ⏐ Year ⏐ Kyonggi Kang-won Chungbuk Chungnam Chonbuk Chonnam Kyongbuk Kyongnam Cheju ⏐ Total ⏐ 1 753.2 850.1 596.6 713.0 718.2 969.5 | 10.9 1 186.9 200.9 1990 ⏐ 2 487.5 1 001.4 670.6 852.2 891.5 1 060.3 1 449.0 1 513.4 239.9 1991 ⏐ 3 207.9 1 173.8 841.8 1 129.9 J 127.1 | 519.1 1 918.2 2 057.0 353.8 1992 ⏐ 3 775.9 1 257.9 941.0 1 324.8 1 315.0 1 727.2 2 004.2 2 264.5 398.3 1993
지방세,2000,444,15. 지방자치단체 지역별 세입(일반회계)(1991-1998),442 - 세I. 재 정 ⏐ 15. 지방자치단체 지역별 세입(일반회계)(1991-1998) ⏐ 단위 : 10억원 ⏐ 전국 서 울 부산 대구 인천 광주 대 전 울산 ⏐ 연도 ⏐ Total Seoul Busan Daegu Incheon Gwangju Daejeon Ulsan ⏐ 계 ⏐ 1991 24 244.0 4 618.6 1 484.5 1 006.5 895.4 575.6 563.8 ⏐ 1992 26 428.5 5 097.8 1 782.5 1 241.1 1 067.2 638.2 687.6 : ⏐ 1993 29 080.0 5 190.9 1 957.5 1 197.0 1 156.3 776.8 755.9 ⏐ 1994 37 203.8 5 756.5 2311.3 1 625.8 1 272.6 926.6 937.3 ⏐ 1995 45 610.8 6 978.9 2674.6 1 979.6 1 720.4 1 084.1 1 057.8
지방세,2000,445,15. 지방자치단체 지역별 세입(일반회계)(1991-1998) (계속),XI. Public Finance - 443 ⏐ 15. Revenue of Local Gov't by Province ⏐ (General Account)(1991-1998) ⏐ In bilion won ⏐ 경기 강원 충복 충 남 전 북 전남 경묵 경남 제 주 ⏐ Year ⏐ Gyeonggi Gangwon Chungbuk Chungnam Jeonbuk Jeonnam Gyeongbuk Gyeongnam Jeju ⏐ Total ⏐ 3 646.4 1 467.5 1 024.1 1 253.7 1 329.9 1 659.3 2 082.3 348.8 1991 ⏐ 4 043.8 1 370.5 1 016.4 1 331.6 1 391.9 1 753.0 2156.8 409.1 1992 ⏐ 4 862.5 1 465.4 1 136.2 1 521.0 1 603.5 1 967.2 2 317.3 2 7317 440.8 1993 ⏐ 6 567.3 1 958.9 1 582.4 2 021.8 2 256.2 2 570.1 3 266.1 3 594.4 556.4 1994
지방세,2000,446,16. 지방자치단체 지역별 세출(일반회계)(1991-1998),444 - XI. 재 정 ⏐ 16. 지방자치단체 지역별 세출(일반회계)(1991-1998) ⏐ 단위 : 10억원 ⏐ 전국 서울 부산 대구 인천 광주 대 전 울 산 ⏐ 연도 ⏐ Total Seoul Busan Daegu Incheon Gwangju옓 Daejeon Uilsan ⏐ 총 계 ⏐ 1991 19 348.3 3 622.4 1 203.8 783 8 626.0 483.7 436.5 ⏐ 1992 22 040.8 4 258.8 1 516.4 1 010.5 806.0 532.0 588.5 ⏐ 1993 24 220.4 4 501.1 1 658.3 964.5 841.1 622.0 624.7 ⏐ 1994 30 340.5 4 803.4 2 036.4 1 315.5 987.5 715 4 780.4 ⏐ 1995 35 781.8 5 391.5 2 299.5 1 666 0 1 375.1 803.2 861.0
지방세,2000,447,16. 지방자치단체 지역별 세출(일반회계)(1991-1998) (계속),XI. Publc Finance-445 ⏐ 16. Expendituresof Local Gov't by Province ⏐ (General Account)(1991-1998) ⏐ In bilion won ⏐ 경기 강원 충북 충 남 전북 전남 경북 경남 제주 ⏐ Year ⏐ Gyeangg Cangwon Chungbuk Chungnam Jeonbuk Jeonnam Gyeongbuk Gyeongnam Jeju ⏐ Total ⏐ 2 487.5 1 001.4 670.6 852.2 891.5 1 060.3 1 449.0 1 513.4 239.9 1991 ⏐ 3 207.9 1 173.8 841.8 1 129.9 { 127 1 1 519.1 1 918.2 2 057.0 353.9 1992 ⏐ 3 775.9 1 257_9 941.0 1 324.8 i 315 0 1 727.2 2 004.2 2 264.5 398.3 1993 ⏐ 4 835.5 1 619.1 1 239.1 | 730.6 1 840.8 2 203.2 2 788.6 2 950.6 494.5 1994
지방세,2001,452,15. 지방자치단체 지역별 세입(일반회계)(1992-1999),448-XII. 재 정 ⏐ 15. 지방자치단체 지역별 세입(일반회계)(1992-1999) ⏐ 단위 : 10억원 ⏐ 전국 서울 부산 대구 인천 광 주 대 전 울산 ⏐ 연도 ⏐ Total Seoul Busan Daegu옓 Incheon Gwangju Daejeon UIlsan ⏐ 총 . 계 ⏐ 1992 26 428.5 5 097.8 1 782.5 1 241.1 1 067.2 638.2 6876 ⏐ 1993 29 080.0 5 190.9 1 957.5 1 197.0 1 156.3 776.8 755.9 ⏐ 1994 37 203.8 5 756.5 2 311.3 1 625.8 1 272.6 926.6 9373 ⏐ 1995 45 610.8 6 978.9 2 674.6 1 979.6 1 720.4 1 084.1 1 057.8 ⏐ 1996 54 965.1 8 948.1 2 931.3 2 169.6 1 899.8 1 349.6 1 114.1
지방세,2001,453,15. 지방자치단체 지역별 세입(일반회계)(1992-1999) (계속),XI. Public Finance - 449 ⏐ 15. Revenue of Local Govt by Province ⏐ (General Account)(1992-1999) ⏐ Inbiltion won ⏐ 경기 강원 충북 충남 전 북 전 남 경북 경 남 제 주 ⏐ Year ⏐ Gyeonggi Gangwon Chungbuk Chungnam Jeonbuk Jeonnam Gyeongbuk Gyeongnam Jeju ⏐ Tolal ⏐ 4 043.8 1 370.5 1 016.4 1 331.6 1 391.9 1 753.0 2 156.8 2 441.1 1992 ⏐ 4 862.5 1 465.4 1 136.2 1 521.0 603.5 1 967.2 2 317.3 2 731.7 1993 ⏐ 6 567.3 1 958.9 1 582.4 2 021.8 2 256.2 2 570.1 3 266.1 3 594.4 1994 ⏐ 7 902.4 2 481.8 2 007.1 2 907.2 2 792.8 3 231.1 3 698.8 4 361.7 1995
지방세,2001,454,16. 지방자치단체 지역별 세출(일반회계)(1992-1999),450 - XI. 재 정 ⏐ 16. 지방자치단체 지역별 세출(일반회계)(1992-1999) ⏐ 단위 : 10억원 ⏐ 전국 서 울 부 산 대구 인천 광 주 대 전 움산 ⏐ 연도 ⏐ Total Seoul Busan Daegu Incheon Gwaneju Daejeon Uisan ⏐ 총 계 ⏐ 1992 22 040.8 4 258.8 1 516.4 1 010.5 806.0 532.0 588.5 ⏐ 1993 24 220.4 4 501.1 i 658.3 964.5 841.1 622.0 624.7 ⏐ 1994 30 340.5 4 803.4 2 036.4 1 315.5 987.5 715.4 780.4 ⏐ 1995 35 791.8 5 391.5 2 289.5 1 666.0 1 375.1 803.2 861.0 ⏐ 1996 42 934.6 7 069.6 2 485.7 1 7.6 1 6317 956.5 952.8
지방세,2001,455,16. 지방자치단체 지역별 세출(일반회계)(1992-1999) (계속),XI. Public Finance - 451 ⏐ 16. Expenditures of Local Gov't by Province ⏐ (General Account)(1992-1999) ⏐ Ln bilion won ⏐ 경기 강 원 충북 충 남 전북 전 남 경 북 경 남 제 주 ⏐ Year ⏐ Gyeonggi Gargwon Chungbuk옓 Chungnam Jeonbuk Jeonnam옓 Gyeongbuk Gyeongnam Jeju ⏐ Total ⏐ 3 207.9 1 173.8 841.8 1 129.9 1 127.1 1 519.1 1 918.2 2 057.0 1992 ⏐ 3 775.9 1 257.9 941.0 1 324.8 1 315.0 1 77.2 2 004.2 2 264.5 1993 ⏐ 4 835.5 1 619.1 1 239.1 1 730.6 1 840.8 2 203.2 2 788.6 2 950.6 1994 ⏐ 5 467.3 1 929.7 1 530.9 2 290.8 2 259.6 2 693.2 3 085.6 3 502.8 645.0 1995
지방세,2002,428,11. 지방자치단체 지역별 세입(일반회계)(1993~2000),426-XI. 재 정 ⏐ 11. 지방자치단체 지역별 세입(일반회계)(1993~2000) ⏐ 단위 : 10억원 ⏐ 전국 서 울 부산 대구 인천 광주 대전 울산 ⏐ 연 도 ⏐ Total Seoul Busan Daegu Incheon Gwangiu Dacjeon Ulsan ⏐ 총 계 ⏐ 1993 29 080.0 5 190.9 1 957.5 1 197.0 776.8 755.9 : ⏐ 1994 37 203.8 5 756.5 2 311.3 1 625.8 926.6 937.3 ⏐ 1995 45 610.8 6 978.9 2 674.6 1 979.6 1 084.1 1 057.8 ⏐ 1996 54 965.1 8 948.1 2 931.3 2 163.6 1 349.6 9760 ⏐ 1997 62 017.6 9 771.9 3 111.5 2 701.0 1 581.2
지방세,2002,430,12. 지방자치단체 지역별 세출(일반회계)(1993~2000),428~XII. 재 정 ⏐ 12. 지방자치단체 지역별 세출(일반회계)(1993~2000) ⏐ 단위 : 10억원 ⏐ 전국 서울 부산 대구 인천 광주 대전 울 산 ⏐ 연도 ⏐ Total Seoul Busan Daeau Incheon Grwangiu Daejeon Uisan ⏐ 총 계 ⏐ 1993 24 220.4 4 501.1 1 658.3 964.5 841.1 622.0 624.7 ⏐ 1994 30 340.5 4 803.4 2 036.4 1 315.5 987.5 715.4 780.4 ⏐ 1995 35 791.8 5 391.5 2 289.5 1 666.0 1 375.1 803.2 861.0 ⏐ 1996 42 934.6 7 069.6 2 485.7 1 70.6 1 631.7 956.5 952.8 ⏐ 1997 50 532.1 8 538.9 2 802.8 2 255.2 171.6 1 237.0 1 066.1 634.2
지방세,2002,431,12. 지방자치단체 지역별 세출(일반회계)(1993~2000) (계속),XI. Public Finance - 429 ⏐ 12. Expenditures of Local Govt by Province ⏐ (General Account)(1993 ~2000) ⏐ In bilion won ⏐ 경기 강원 충북 충남 전북 전남 경북 경남 제 주 ⏐ Year ⏐ Gyeonggi Gangwon Chungbuk Chungnam Jeonbuk Jeonnam Gyeongbuk Gyeongnam Jeju ⏐ Total ⏐ 3 775.9 1 257.9 941.0 1 324.8 1 315.0 1. 727.2 2 004.2 2 264.5 398.3 1993 ⏐ 4 835.5 1 619.1 요 239.1 1 730.6 1 840.8 2 203.2 2 788.6 & 950.6 494.5 1994 ⏐ 5 467.3 1 929.7 1 530.9 2 290.8 & 259.6 2 693.2 3 085.6 3 502.8 645.8 1995 ⏐ 7 006.4 2 555.8 1 857.3 2673.1 2 585.3 3 210.8 3 571.6 3 838.6 768.7 1996
지방세,2003,476,11. 지방자치단체 지역별 세입(일반회계),474 - XI. 재 정 ⏐ 11. 지방자치단체 지역별 세입(일반회계) ⏐ 단위 : 10억원 ⏐ 전국 서울 부산 대구 인천 광주 대 전 울 산 ⏐ Total Seoul Busan Daegu Inchon Gwangju Daejeon Ulsan ⏐ 총 계 ⏐ 1996 54 965.1 8 948.1 2 931.3 2 163.6 1 899.8 1 349.6 1 114.1 960 ⏐ 1997 62 017.6 9 771.9 3 111.5 2 701.0 2 057.9 1 581.2 1 194.9 ⏐ 1998 62 702.4 8 796.0 2 936.2 2 658.4 2 069.5 1 551.9 1 190.4 871.6 ⏐ 1999 66 944.0 9 654.3 3 453.5 2 708.0 2 378.1 1 807.2 1 293.7 1 09.0 ⏐ 2000 71 431.4 10 997.0 3 516.7 2444.0 2 540.6 1 007.7 1 375.8\ 1 191.5 ⏐ 2001 87 084.4 13 078.6 4 088.8 2 943.4 3 116.0 1 859.7 1711.5 1 347.2
지방세,2003,477,11. 지방자치단체 지역별 세입(일반회계) (계속),XI. Public Finance - 475 ⏐ 11. Revenue of Local Gov't by Province (General Account) ⏐ In billion won ⏐ 경기 강 원 충북 충 남 전 북 전 남 경북 경 남 제 주 ⏐ Gyeonggi Gangwon _ Chungbuk Chungnam Jeonbuk Jeonnam Gyeongbuk Gyeongnam Jeju ⏐ Total ⏐ 9 959.1 3 429.8 2 387.4 3 257.6 3 249.1 3 968.3 4 381.4 5 050.0 875.8 1996 ⏐ 11 025.3 3 892.8 2 683.6 3 565.3 3 619.7 4 754.4 4 906.7 5 017.7 1 157.5 1997 ⏐ 11 283.2 3 906.8 2 969.1 3 781.6 3 689.1 5 000.1 5 745.5 5 133.0 1 120.2 1998 ⏐ 12 348.6 4 315.1 2 796.9 3 947.6 3 645.2 5 152.5 5743.4 5 540.0 1 260.8 1999 ⏐ 13 095.8 4 308.6 3 861.6 4 239.2 4 021.5 5 825.7 5 945.4 6 038.9 1 421.4| 3000 ⏐ 16 069.5 5 530.0 3 507.5 5 240.7 5 147.3 7 148.1 7 155.9 7 338.1 1 802.0 2001
지방세,2003,478,12. 지방자치단체 지역별 세출(일반회계),"476-XI.재 정 ⏐ 12. 지방자치단체 지역별 세출(일반회계) ⏐ 단위 : 10억원 ⏐ 전국 서울 부산 대구 인천 광주 대 전 울 산 ⏐ Total Seoul Busan Daegu Incheon Gwangiu Daejeon Ulsan ⏐ 종 계 ⏐ 1996 42 934.6 7 069.6 2 485.7 1 770.6 1 631.7 956.5 952.8 82,2 ⏐ 1997 50 532.1 8 538.9 2 802.8 2 255.2 1 71.6 1 237.0 1 066.1 ⏐ 1998 51 520.5 8 119.4 2 631.2 2 219.1 1 7570 1 226.5 1 048.8 666.6 ⏐ 1999 S4 496.7 8 467.0 2 993.6 2 279.2 2 050.8 1 309.0 1 120.5 855.2 ⏐ 2000 57 814.6 9 598.8 3 084.2 2 126.9 2 145.5 1 3015 I 160.2 953.7 ⏐ 2001 70 100.5 11 226.7 351.0 2 515.2 2 610.4 1 566.3 1 436.7 1 0?1.0"
지방세,2003,479,12. 지방자치단체 지역별 세출(일반회계) (계속),X. Public Finance -477 ⏐ 12. Expenditures of Local Gov't by Province ⏐ (General Account) ⏐ In bilion won ⏐ 경기 강 원 충북 충 남 전 북 전 남 경북 경 남 제 주 ⏐ Gyeonggi Gangwon _ Chungbuk Chungnam Jeonbuk Jeonnam Gyeongbuk Gyeongnam Jeju ⏐ Total ⏐ 7 006.4 2 555.8 1 857.3 2673.1 2 585.3 3 210.8 3 571.6 3 838.6 768.7 199 ⏐ 8 064.3 3 056.4 2 149.9 2 944.0 2 996.7 3 893.1 4 130.0 4 025.0 966.9 1997 ⏐ 8 563.7 3 110.9 2 350.6 3 036.5 3 110.6 4 101.9 4 559.1 4 031.3 987.3 1998 ⏐ 9 075.6 3 384.5 2 266.5 3 201.0 3 030.0 4 207.6 4 753.4 4 399.5 1 103.4 1999 ⏐ 9 844.2 3 504.1 2 311.1 3 361.3 3 222.3 4 522.3 4 808.4 4 654.9 1 215.2 2000
지방세,2004,548,13. 지방자치단체 지역별 세입결산(일반회계),544 - XI. 재정 ⏐ 13. 지방자치단체 지역별 세입결산( 일반회계) ⏐ 단위 : 10억원 ⏐ 전국 서 울 부산 대구 인천 광주 대 전 울 산 ⏐ Total Seoul Busan Daegu Incheon Gwangju Daejeon Ulsan ⏐ 총 계 ⏐ 1997 62 017.6 9 ㄲ.9 311.5 2 701.0 2 057.9 1 581.2 1 194.9 976. 0 ⏐ 1998 62 702.4 8 796.0 2 936.2 2 658.4 2 069.5\ 1 551. 9 1 190.4 871.6 ⏐ 1999 66 944.0 9 654. 3 3 453.5 2 708.0 2 378.1 1 607.2 1 293.7 1 099.0 ⏐ 2000 거1 431.4 10 997. 0 3 516.7 2 444. 0 2 540. 6 1 607.7 1 375.8 1 191.5 ⏐ 2001 87 084.4 13 078.6 4 088.8 2 943.4 3 116.0 1 859.7 1 711.5 1 347.2 ⏐ 2002 106 268.9 14 912.5 5 100.9 3 060. 4 3 476.5 2 006.8 1 954. 8 1 568.8
지방세,2004,549,13. 지방자치단체 지역별 세입결산(일반회계) (계속),XI. Public Finance -545 ⏐ 13. Revenue of Local Gov't by Province (General Account) ⏐ In billion won ⏐ 경기 강 원 충 북 충 남 전북 전 남 경 북 경 남 제 주 ⏐ Gyeonggi Giangwon Chungbuk Chungnam Jeonbuk Jeonnam Gyeongbuk| Gyeongnam Jeju ⏐ Total ⏐ 11 025.3 3 892.8 2 683.6 3 565.3 3 619.7 4 754.4 4 906.7 s 017.7 1 157.5 | 1997 ⏐ 11 283.2 3 906. 8 2 969.1 3 781.6 3 689.1 5 000.1 5 745.5 5 133.0 1 120.2 1998 ⏐ 12 348. 6 4 315.1 2 796.9 3 947.6 3 645.2 5 152.5 5 743.4 5 540. 0 1 260.8 1999 ⏐ 13 095. 8 4 308.6 2 861.6 4 239.2 4 021.5 5 825.7 5 945.4 6 038. 9 1 421.4 2000 ⏐ 16 069.5 5 530.0 3 507.5 5 240.7 5 147.3 7 148.1 7 155.9 7 338.1 1 802.0 2001 ⏐ 19 091. 3 9 314.8 4 222.0 5 488.7 5834.7 8 878.9 9 002.5 10 351.7 2 003.4 2002
