계열,판,쪽,표제목,header
인구,1966,35,28. 도별인구분포,"Populatron 17 ⏐ 27 ㅅ ㅁ ㅊ ※ 치카분페및 ㅅㅁ했 ⏐ NUMBER OF POPULATION, CITIES, Eab AND Myeon BY POPUEATION SIZE ⏐ 1925 19 3 0 1935 1940 ⏐ 뻤 ⏐ AcTual figure Ratio Actual figure Ratio Actual figure Ratio Actual figure ⏐ ㅅㅁ표ㅴㅅ 배 ㅫㅅㅁ ㅄㅅ튭 ㅯㅅㅁ ⏐ 퍼 ⏐ Citles, Citles Popul_ Ctles, Cities, Cltles, Citiles, Popul. Cittes, ⏐ eub and Population eub and ation eub and Population eub and Popul- eub and Populatton eub and crton eub and Population ⏐ myeon myeon myeon myeon ation myeon myeon myeon ⏐ 없년화 Total 2 51519 522 945 100.0 100.0 2 47821 058 305 100.0 100.0 2 407 22 899 038 100.0 100.0 2 352 24 326 327"
인구,1966,45,38. 도별가구 및 인구수(1965),"Populaton 27 ⏐ 38 치비다 및ㅅ * (1965) ⏐ HOUSEHOLD AND POPULATION BY PROVINCE ⏐ *는 소ㅊEㅅㅁ유로로 1965410키1터 동사평A로 해출된것 #)는 gK를 ☆개할때 하고 속표 스ㅁ를 1할는 26%(16m) ⏐ 의 사미초에 된 포하An를 활콤할것 ⏐ 큼쇼부요는 ☆지이며 하요는 #유동#※ #유소#라함은 코쇼E을 ※※으로 하여 -뜻한 ET에서 3ALㅏ B하였거나 콤ㅼ히려는 쪽를 말함 ⏐ 트 한 HD없이 그 몸#비법이 37에 불하지 아니하는 뽑는 해슐티피T에 개입하는 봉카에서 해출하였음 뼈투에 있어서는 부맛나 노독을 못음하고 쓸정 ⏐ 에 몸소하는 불와 뜻FT뜸#, A수E못있 쫄흑찜쫄쑥은 티에서 해하였음 사버시다 루ㅅ, 부품, 사준파, 최쭈하슴 또는 카뻐파서의 소조로 #꿀다인 ⏐ #및 그릇었은 쾌슐하지 않었음 ⏐ Tihs table 1s a result of Year-end Dejure Populaton Count, as of October 1, 1965 The fgures In this table refer to the populaton by admanistrative dis- ⏐ tticts, and please refer the Agures of estimated populaton shown in the Popalation Trends, Table 26, Page 16, for the population by year ⏐ The emumeraton unit Is households, and cover the dejure population The wording ""dejure popalation"" was defined as those persons who had or would have"
인구,1966,48,"42. 시, 군, 구별 가구 및 성, 연령별인구","30 ㅅ ㄷ ⏐ 42 크, 꽤, 표케 했지 및 또, 쇼합미시! ⏐ 38분(27퍼)의 츳병호 총감 ⏐ ㅶ ㅅ ⏐ Households Population Age ⏐ District 캬뜻맛 ~14뜞 15~59없 60하~ ⏐ Total Farm Non-iarm Total Male Female years years years ⏐ Total 4 844 439 2 471 537 2 372 90228 647 17614 351 58514 295 59112 103 00714 944 184 | 599 985 ⏐ 649 290 18 302 130 792 ⏐ 40 267 9 671 ⏐ 30 744 23 5 614 ⏐ 91 417 1 265 17, 491"
인구,1967,40,32. 도별 가구 및 인구,"22 ㅅㅁ ⏐ 32 믿하 및 ㅅㅁ ⏐ *※는 19664 10] 1E 통바터쇼를 보력으로 하여 스프RBAL+ A퍼서이 미치는 숲요지에 하는 스후곳료로 및 사러시이트 사러ㅅ다 표^, 주류,까쯔 ⏐ 빨과 폐폭주매습 또는 아B교서의 소정로 3EF *W의 품표H인 사람과 그 맑볶은 아되었음)을 용으로 확혀한 신서스#끗임. #라 함은 표콤소현에서 3BE ⏐ 다소 살았거나 앞으로 3버9L소 살 콤볶를 말하며 IM#는 핀소에서 해습하였으며 해출>있은 -#해출료와 4미해출으로 모습하여 -맛해출료에 있어서는 ⏐ 해할화성촉의 표소번에서, *바롬또하는 볶D가 없는 는 편조의 봇어에서 ※기일요로 *TE행감로 하였고 미행스료는 대무은 기곳또는 했, 하F, AA. ⏐ 용든, 활휴물 무요로 각각 -☆7로하여 쾌죠하였음. ⏐ #신개같치성금로서 #카기블뽀부, 채해쑠, 조사퇴소술의 파티과 그 촛겠은 DSA, 사카꼭 및 쑥화동과 1S해T에 해출하였음 ⏐ ※ㅁ는 와 카으로 묘수하였고 깃는 뜻을 소뜻으로 하는 다음 3미를 말함 ⏐ 가. (동4fF HL) FF미고는 행품없이 더축해야하는 *1H(E•잠을 승하여)300주L 노을 해야하는 맛디 ⏐ 나. (☆ 흡) 소나 말을 1마리시노(트 채했씨은 B사) 기르던가 돼지, 염소, 양쪽을 도합 3마리미스 기르던가 닭, 오리, 토끼쁨을 30마리니스 기르는 했미 ⏐ 다. (부주E7E4X) ㅵX을 티B으로 못빠이나 꽃밭, 또는 폭후씀의 4셔P4#)쯤, 버섯기르기, 누에치기 쪽으로 14BI지을 10,000원니노 언었던가 또는 꿀벌"
인구,1968,40,32. 도별 가구 및 인구,"2ㅅㅁ ⏐ 하ㅊ는 표ㅅ, 부표. 반쯔 ⏐ 파파 #소라 함은 퇴몬소에서 3퍼E ⏐ 니노 살았거나 앞으로 3티크 D도 살 좋는쪽를 말하여 AA뽑는 해습가쏘은 -#해할요와 *미해솔트로 토유하여 -#해표표에 있어서 ⏐ 는 채솔 충음의 #소백에서, #든 휴끔, ⏐ 소분, 쫄쭈물무쇼로 각각 -☆미로 하여 해출하였음 ⏐ 그표필통로서 1사#을찌투, ⏐ 하니는 ⏐ 가. (# fF 28) ⏐ 나. (☆ 흡) 양 뽑을 도합 3마리미노 기르던가 닭, 오리, 토끼뿐을 30마리있노 기르는 봤ㅁ ⏐ 다. 4분폰《F폼) 얻었 던가 또는 꿀벌 ⏐ 5통 보노을 치는 쌌ㅁ"
인구,1969,70,32. 도별 가구 및 인구,"52 일구 ⏐ 32 도별가구및인구 ⏐ 본표는 1966년 10월 1일 영시현재를 기준으로 하여 대한민국영토중 행정권이 미치는 영역내에 상주하는 대한민국 국민 및 외국인(한 외국인증 군인: 군속• 외 ⏐ 교관과 국제연합 또는 외극행정부의 공무로 3개월 미만의 체재중인 사람과 그 가족은 제외되었음)을 대상으로 절시한 센서스걸과임, 상주라함은 현거주지에서 3개 ⏐ 월 이상 살았거나 앞으로 3개월 이싱 잘 예정자를 말하며, 기타자는 혈 주지에서 조사하였으며, 조사방법은 일반 조사구와 특별조사구로 구분하여 일반조사구 ⏐ 에 있어서는 조사 대상자의 상주지에서 항시거주하는 장소가 없는자는 현재의 장소에서 가구단위로 타계식조사로 하였고, 특별조사구는 국군은 부대 또는 합선, ⏐ 교도소, 조련원, 경찰서 단위로 각자 일가구로 하여 조사하였음. ⏐ 기타 조사대상자로서 해외파월국군, 기술자 재외국공관의 직원과 그 가족은 국방부, 외두부 및 노동청과 협조하에 조사하였음. ⏐ 가. (경작지) 소유여하는 관계없이 직접 경작하는 경작지(전, 답을 합하여) 300평 이상을 경작하는 가구 ⏐ 나. (자 축) 소나 말을 한마리 이상(단, 운반용은제외) 기르가 돼지, 염소, • 양 등을 도합 3마리 이상 기르먼가 닭, 오리, 토끼 등을 30마리 이상기르는 가구. ⏐ 다. (특용작용) 수입을 목적으로 파수원이나 꽃발 또는 약초 등의 특용작물 재배, 버섯기르기, 누에치기 등으로 1년간 수입을 10,000원 이상 얻었던가 또는 꿀 ⏐ 벌 5통 이상을 치는 가구."
인구,1969,74,35. 구ㆍ시ㆍ군별 가구 및 인구,"56 일구 ⏐ 35 구·서.군별가구 및 인구 ⏐ 52면(32표)의 표명분 참즈 ⏐ 가 구 주 ⏐ ,Numbter of Housohold ⏐ 지 역 별 주 본 쿡 인 ⏐ District 계 농 계 동 가비 A A A E R EEESEE 가 ⏐ Total farm Totdl Farm ⏐ 총 수 Totai 2 515 707 5 184 229 392 ⏐ 서울특별시 City of Seou 16 71 732 169 s9 ⏐ 1종 로 구 Jongro Cu 15 40 842 14 ⏐ 2 중 구 Jung Gu 16 28 323 16"
인구,1972,44,13. 시ㆍ도별 가구ㆍ인구 및 주택,"42-인 구 ⏐ 13. 시 • 도별 가구 · 인구 및 주택1p) ⏐ NUMBER of HOUSEHOLDS, POPULA TION and HOUSING by PROVINCE:1970 ⏐ 가 Hoirsblots + 인 구 주 택 ⏐ Population Housing unt ⏐ 계 한국인 계 한 국 인 의 국 인 계 현주 '공가 ⏐ 계 Korean 남 여 남 Ocew- ⏐ Total Korean Totai Both sexes Male Female Foreigners Male Total pled Vacant ⏐ 전국 5 864 330 5 857 861 31 469 132 31438 768 15 762 854 15 675 914 30 364 16 069 4 442 961 4 369 359 73 602 ⏐ 서울특별시 Whole country 1 097 432 1 095 223 5 536 377 5 525 884 2 756 572 2 769 312 10 493 5 608 596 754 586 201 10 553 ⏐ City of Seoul ⏐ 부 산시 371 940 371 295 1 880 710 1 877 213 939 530 937 683 3 497 1 826 212 568 207 410 5 158"
인구,1972,46,16. 구ㆍ시ㆍ군별 가구ㆍ인구 및 주택,44-인구 ⏐ 16. 구•시 •군별 가구•인구 및 주택》P) ⏐ 가 Holsehot 구 일 구 주 택 Household by type of 거처별가구 ⏐ Population Housing unt lwing quarter_ ⏐ 한 국 인 외 국 인 ⏐ 한국인 계 Korean Forergner 계 현 주 공기 주택 주택이외 ⏐ Total Korean Total 계 남 여 계 Total Occupled Vacant Housing untthousing unilt Other than ⏐ Both sexes Mcle Female Both sexesi Male ⏐ 전 국 5864330 5857861 31469132 31438768 15 762 15 675 30 364 16 069 4442961 4369359 73 602 5814254 50 076 ⏐ Whole country 854 ⏐ 1097432 1095223 5 536 377 5 525 884 2756572 2769312 10 493 5 608 596754 586 201 10 553 1074952 22 480 ⏐ 40 121 39 878 217 296 216 138 104 965 111 173 1 158 618 24 995 24 451 544 38 947 1 174
인구,1973,44,13. 시ㆍ도별 가구ㆍ인구 및 주택 : 1970,"42-인구 ⏐ 13. 시 • 도별 가구 • 인구 및 주택 : 1970 ⏐ NUMBER of HOUSEHOLDS, POPULATION and HOUSING UNIT by PROVINCE : 1970 ⏐ ※ 1970년 총 인구 및 주택조사 자료임 ※ Dcia are based on 1970 Population ond Housing Cantus ⏐ 가 구 인 구 ⏐ Household Population Living quarter ⏐ 계 한국인 계 한 KOreOn 인 외 국 인 계 주택 [주택 이 외 ⏐ Foreigners Other ⏐ Boi, 정0K0s Mo 여 계 남 여. Housing than ⏐ Total Korean Total Female Both Male Female Total unifs housing ⏐ Nholocom 국: 588544058569011465654 31 435 25215779 615 15 655 637 30402 16062 14 3404 414 7524 359 962 54 790 units ⏐ 서울특별시 1 096 871 1 094 648 5 535 725 5 525 262 2 762 190 2 763 072 10 463 5 596 4 867 607 379 583 612 23 767"
